"","target name","taccession","query name","qaccession","E-value","score","bias","dom E-value","dom score","dom bias","exp","reg","clu","ov","env","dom","rep","inc","Assembly"
"3081","DEDT01000016.1_45","-","TIGR01044","TIGR01044",1.5e-46,154,2.1,1.7e-46,153.8,2.1,1,1,0,0,1,1,1,1,"DEDT"
"3095","DEDU01000078.1_40","-","TIGR01044","TIGR01044",9.4e-35,115.6,0,1.5e-34,114.9,0,1.3,1,0,0,1,1,1,1,"DEDU"
"3122","DEDX01000048.1_73","-","TIGR01044","TIGR01044",3.2e-39,130.1,0.8,3.7e-39,129.9,0.8,1,1,0,0,1,1,1,1,"DEDX"
"3136","DEDZ01000040.1_30","-","TIGR01044","TIGR01044",1e-35,118.8,0.1,1e-35,118.8,0.1,1.6,2,0,0,2,2,1,1,"DEDZ"
"3150","DEEC01000030.1_12","-","TIGR01044","TIGR01044",2e-40,133.6,0.4,2.8e-40,133.1,0.4,1.2,1,0,0,1,1,1,1,"DEEC"
"3164","DEED01000066.1_55","-","TIGR01044","TIGR01044",3.2e-40,133.5,1.2,4.1e-40,133.2,1.2,1.1,1,0,0,1,1,1,1,"DEED"
"3179","DEEE01000042.1_40","-","TIGR01044","TIGR01044",1.1e-37,125.5,0.2,1.6e-37,125,0.2,1.2,1,0,0,1,1,1,1,"DEEE"
"3207","DEEI01000032.1_91","-","TIGR01044","TIGR01044",2.9e-40,133.9,0.3,4.1e-40,133.4,0.3,1.2,1,0,0,1,1,1,1,"DEEI"
"3221","DEEJ01000054.1_131","-","TIGR01044","TIGR01044",1e-42,141.6,3.5,1.2e-42,141.4,3.5,1,1,0,0,1,1,1,1,"DEEJ"
"3235","DEEK01000088.1_24","-","TIGR01044","TIGR01044",6.7e-37,122.6,0.5,8.8e-37,122.2,0.5,1.1,1,0,0,1,1,1,1,"DEEK"
"3249","DEEP01000020.1_12","-","TIGR01044","TIGR01044",1.8e-36,120.8,0.4,2e-36,120.6,0.4,1,1,0,0,1,1,1,1,"DEEP"
"3297","DEFA01000034.1_32","-","TIGR01044","TIGR01044",7.3e-41,136.1,0.8,9.1e-41,135.8,0.8,1.1,1,0,0,1,1,1,1,"DEFA"
"3325","DEFE01000044.1_61","-","TIGR01044","TIGR01044",2.8e-37,124.1,0.2,4e-37,123.6,0.2,1.2,1,0,0,1,1,1,1,"DEFE"
"3357","DEFK01000015.1_181","-","TIGR01044","TIGR01044",7.8e-40,132.1,0.9,8.9e-40,132,0.9,1,1,0,0,1,1,1,1,"DEFK"
"3371","DEFL01000035.1_49","-","TIGR01044","TIGR01044",1.9e-38,128.5,1.1,2.5e-38,128.1,1.1,1.2,1,0,0,1,1,1,1,"DEFL"
"3385","DEFN01000072.1_72","-","TIGR01044","TIGR01044",1e-40,134.7,0.6,1.2e-40,134.5,0.6,1,1,0,0,1,1,1,1,"DEFN"
"3411","DEFR01000023.1_65","-","TIGR01044","TIGR01044",1.6e-36,120.8,0.4,1.9e-36,120.6,0.4,1,1,0,0,1,1,1,1,"DEFR"
"3425","DEFV01000011.1_8","-","TIGR01044","TIGR01044",6.1e-39,129.3,0.7,7.3e-39,129,0.7,1.1,1,0,0,1,1,1,1,"DEFV"
"3469","DEGF01000102.1_20","-","TIGR01044","TIGR01044",2.2e-38,127.6,4.2,2.5e-38,127.4,4.2,1,1,0,0,1,1,1,1,"DEGF"
"3483","DEGI01000064.1_29","-","TIGR01044","TIGR01044",7.3e-39,129.1,0.4,1e-38,128.6,0.4,1.2,1,0,0,1,1,1,1,"DEGI"
"3497","DEGJ01000043.1_25","-","TIGR01044","TIGR01044",1.4e-45,150.6,2.1,1.6e-45,150.4,2.1,1,1,0,0,1,1,1,1,"DEGJ"
"3540","DEGR01000068.1_23","-","TIGR01044","TIGR01044",2.9e-38,127.3,0.2,4.1e-38,126.8,0.2,1.2,1,0,0,1,1,1,1,"DEGR"
"3554","DEGS01000012.1_34","-","TIGR01044","TIGR01044",7.4e-33,109.7,1.6,1.1e-32,109.1,1.6,1.3,1,0,0,1,1,1,1,"DEGS"
"3581","DEGX01000028.1_30","-","TIGR01044","TIGR01044",1.3e-35,118.8,0.1,1.3e-35,118.8,0.1,1.6,2,0,0,2,2,1,1,"DEGX"
"3609","DEHL01000034.1_39","-","TIGR01044","TIGR01044",5.7e-42,138.9,1.3,6.6e-42,138.7,1.3,1,1,0,0,1,1,1,1,"DEHL"
"3623","DEJH01000026.1_45","-","TIGR01044","TIGR01044",1.2e-33,111.5,0.8,2.6e-33,110.5,0.8,1.5,1,0,0,1,1,1,1,"DEJH"
"3638","DEKA01000052.1_21","-","TIGR01044","TIGR01044",4.1e-33,110.3,0.2,5.5e-33,109.9,0.2,1.2,1,0,0,1,1,1,1,"DEKA"
"3652","DEKB01000005.1_8","-","TIGR01044","TIGR01044",3.9e-44,146,2.3,4.4e-44,145.8,2.3,1,1,0,0,1,1,1,1,"DEKB"
"3667","DEKE01000033.1_8","-","TIGR01044","TIGR01044",4.5e-28,93.7,2.8,5.3e-28,93.5,2.8,1,1,0,0,1,1,1,1,"DEKE"
"3682","DEKH01000005.1_13","-","TIGR01044","TIGR01044",4.2e-40,133,0.6,5.8e-40,132.5,0.6,1.2,1,0,0,1,1,1,1,"DEKH"
"3719","DENA01000039.1_78","-","TIGR01044","TIGR01044",4.4e-39,130.2,0.2,5.1e-39,130,0.2,1,1,0,0,1,1,1,1,"DENA"
"3733","DENZ01000020.1_52","-","TIGR01044","TIGR01044",1.4e-39,132.1,0.1,1.6e-39,131.9,0.1,1,1,0,0,1,1,1,1,"DENZ"
"3768","DEPR01000050.1_26","-","TIGR01044","TIGR01044",5.7e-41,135.3,0.8,6.5e-41,135.1,0.8,1,1,0,0,1,1,1,1,"DEPR"
"3821","DEQF01000013.1_21","-","TIGR01044","TIGR01044",6.4e-47,154.5,2.9,7.4e-47,154.3,2.9,1,1,0,0,1,1,1,1,"DEQF"
"3844","DERS01000039.1_16","-","TIGR01044","TIGR01044",6e-42,138.9,1.3,7e-42,138.7,1.3,1,1,0,0,1,1,1,1,"DERS"
"3867","DERW01000042.1_19","-","TIGR01044","TIGR01044",1.8e-48,160,1.2,2.1e-48,159.8,1.2,1,1,0,0,1,1,1,1,"DERW"
"3881","DERX01000071.1_56","-","TIGR01044","TIGR01044",6.3e-43,141.9,0.2,7.2e-43,141.7,0.2,1,1,0,0,1,1,1,1,"DERX"
"3908","DESD01000023.1_17","-","TIGR01044","TIGR01044",2.3e-41,137,0.5,2.6e-41,136.8,0.5,1,1,0,0,1,1,1,1,"DESD"
"3922","DESK01000042.1_10","-","TIGR01044","TIGR01044",3.1e-40,133.6,0.2,4.3e-40,133.1,0.2,1.2,1,0,0,1,1,1,1,"DESK"
"3943","DESX01000011.1_9","-","TIGR01044","TIGR01044",1.1e-40,134.9,2,1.5e-40,134.6,2,1.1,1,0,0,1,1,1,1,"DESX"
"3984","DETN01000022.1_16","-","TIGR01044","TIGR01044",1.5e-33,112.3,0.1,1.9e-33,111.9,0.1,1.1,1,0,0,1,1,1,1,"DETN"
"4000","DETS01000125.1_8","-","TIGR01044","TIGR01044",1.4e-36,122.3,0,2.2e-36,121.7,0,1.3,1,0,0,1,1,1,1,"DETS"
"4017","DETV01000104.1_33","-","TIGR01044","TIGR01044",1.2e-40,135.2,0.3,1.8e-40,134.7,0.3,1.2,1,0,0,1,1,1,1,"DETV"
"4036","DEUB01000033.1_41","-","TIGR01044","TIGR01044",7e-41,136.2,0.2,1e-40,135.7,0.2,1.2,1,0,0,1,1,1,1,"DEUB"
"4057","DEWB01000095.1_24","-","TIGR01044","TIGR01044",1.9e-27,91.8,0.2,2.4e-27,91.5,0.2,1.1,1,0,0,1,1,1,1,"DEWB"
"4084","DEWF01000008.1_43","-","TIGR01044","TIGR01044",1.8e-36,120.6,1.1,2.2e-36,120.4,1.1,1.1,1,0,0,1,1,1,1,"DEWF"
"4098","DEWH01000005.1_98","-","TIGR01044","TIGR01044",1.9e-32,108.5,0.2,2.2e-32,108.3,0.2,1,1,0,0,1,1,1,1,"DEWH"
"4119","DEWK01000005.1_89","-","TIGR01044","TIGR01044",3.8e-40,133,0.3,5.1e-40,132.6,0.3,1.2,1,0,0,1,1,1,1,"DEWK"
"4133","DEWP01000007.1_56","-","TIGR01044","TIGR01044",1e-33,111.2,2.1,1e-33,111.2,2.1,1.6,2,0,0,2,2,1,1,"DEWP"
"4147","DEWQ01000011.1_183","-","TIGR01044","TIGR01044",1.5e-37,124,4.3,1.8e-37,123.8,4.3,1,1,0,0,1,1,1,1,"DEWQ"
"4168","DFAQ01000022.1_32","-","TIGR01044","TIGR01044",1e-46,154,1.4,1.2e-46,153.8,1.4,1,1,0,0,1,1,1,1,"DFAQ"
"4197","DFCS01000029.1_195","-","TIGR01044","TIGR01044",9.3e-40,133.3,0.1,1.4e-39,132.7,0.1,1.2,1,0,0,1,1,1,1,"DFCS"
"4213","DFDW01000013.1_65","-","TIGR01044","TIGR01044",1.4e-40,134.5,0.1,1.6e-40,134.3,0.1,1,1,0,0,1,1,1,1,"DFDW"
"4227","DFDZ01000049.1_14","-","TIGR01044","TIGR01044",5.8e-46,152,0.2,6.8e-46,151.8,0.2,1,1,0,0,1,1,1,1,"DFDZ"
"4241","DFEA01000004.1_48","-","TIGR01044","TIGR01044",5.1e-41,136,0.5,7.1e-41,135.6,0.5,1.2,1,0,0,1,1,1,1,"DFEA"
"4255","DFEC01000019.1_133","-","TIGR01044","TIGR01044",2e-41,137.3,0.8,2.3e-41,137.1,0.8,1,1,0,0,1,1,1,1,"DFEC"
"4280","DFEK01000008.1_174","-","TIGR01044","TIGR01044",7.4e-41,135.5,0.6,9.2e-41,135.2,0.6,1.1,1,0,0,1,1,1,1,"DFEK"
"4301","DFEW01000068.1_39","-","TIGR01044","TIGR01044",1.2e-40,134.5,1.6,1.5e-40,134.3,1.6,1.1,1,0,0,1,1,1,1,"DFEW"
"4330","DFEY01000002.1_62","-","TIGR01044","TIGR01044",2.5e-39,130.1,0.6,3.4e-39,129.6,0.6,1.2,1,0,0,1,1,1,1,"DFEY"
"4344","DFEZ01000001.1_27","-","TIGR01044","TIGR01044",3.2e-29,97.6,4,3.7e-29,97.4,4,1,1,0,0,1,1,1,1,"DFEZ"
"4359","DFFD01000035.1_3","-","TIGR01044","TIGR01044",3.6e-39,130.2,0.3,5.1e-39,129.7,0.3,1.2,1,0,0,1,1,1,1,"DFFD"
"4375","DFFH01000015.1_42","-","TIGR01044","TIGR01044",1.9e-38,127.9,1.2,2.5e-38,127.5,1.2,1.1,1,0,0,1,1,1,1,"DFFH"
"4389","DFFI01000262.1_38","-","TIGR01044","TIGR01044",4.2e-39,130.1,0.2,5.9e-39,129.6,0.2,1.2,1,0,0,1,1,1,1,"DFFI"
"4423","DFGA01000025.1_43","-","TIGR01044","TIGR01044",3.3e-40,133.8,0.1,4.7e-40,133.3,0.1,1.2,1,0,0,1,1,1,1,"DFGA"
"4447","DFGJ01000038.1_32","-","TIGR01044","TIGR01044",6.9e-36,118.7,0.1,8.1e-36,118.5,0.1,1,1,0,0,1,1,1,1,"DFGJ"
"4473","DFGQ01000019.1_61","-","TIGR01044","TIGR01044",3.3e-41,136.3,0.9,3.7e-41,136.1,0.9,1,1,0,0,1,1,1,1,"DFGQ"
"4539","DFHU01000057.1_44","-","TIGR01044","TIGR01044",1e-46,154.5,2.8,1.2e-46,154.3,2.8,1,1,0,0,1,1,1,1,"DFHU"
"4554","DFHY01000087.1_11","-","TIGR01044","TIGR01044",1.8e-39,131.1,0.5,2.6e-39,130.6,0.5,1.2,1,0,0,1,1,1,1,"DFHY"
"4568","DFHZ01000027.1_13","-","TIGR01044","TIGR01044",5.6e-36,119.6,0.2,6.4e-36,119.4,0.2,1,1,0,0,1,1,1,1,"DFHZ"
"4616","DFIO01000020.1_32","-","TIGR01044","TIGR01044",9.9e-38,124.8,1.9,1.1e-37,124.6,1.9,1,1,0,0,1,1,1,1,"DFIO"
"4631","DFIS01000007.1_46","-","TIGR01044","TIGR01044",1e-42,141.7,1.4,1.2e-42,141.5,1.4,1,1,0,0,1,1,1,1,"DFIS"
"4645","DFIU01000013.1_50","-","TIGR01044","TIGR01044",3.1e-38,127,0.7,4.4e-38,126.5,0.7,1.2,1,0,0,1,1,1,1,"DFIU"
"4659","DFIW01000020.1_29","-","TIGR01044","TIGR01044",7.6e-34,113,0.1,1e-33,112.5,0.1,1.2,1,0,0,1,1,1,1,"DFIW"
"4698","DFJF01000005.1_188","-","TIGR01044","TIGR01044",8.8e-43,141,2.2,1e-42,140.8,2.2,1,1,0,0,1,1,1,1,"DFJF"
"4714","DFJH01000007.1_93","-","TIGR01044","TIGR01044",2.9e-38,127.3,0.2,3.9e-38,126.9,0.2,1.2,1,0,0,1,1,1,1,"DFJH"
"4756","DFJX01000020.1_24","-","TIGR01044","TIGR01044",7.9e-39,128.9,0.7,1e-38,128.5,0.7,1.2,1,0,0,1,1,1,1,"DFJX"
"4770","DFKC01000023.1_102","-","TIGR01044","TIGR01044",3.1e-38,127.3,0.2,4.1e-38,126.9,0.2,1.2,1,0,0,1,1,1,1,"DFKC"
"4819","DFKT01000042.1_28","-","TIGR01044","TIGR01044",6.3e-38,125.9,0.5,7.9e-38,125.5,0.5,1.1,1,0,0,1,1,1,1,"DFKT"
"4833","DFKY01000001.1_72","-","TIGR01044","TIGR01044",3.2e-35,116.7,0.5,4.8e-35,116.2,0.5,1.2,1,0,0,1,1,1,1,"DFKY"
"4858","DFLF01000002.1_48","-","TIGR01044","TIGR01044",3.1e-38,127.3,0.2,4.1e-38,126.9,0.2,1.2,1,0,0,1,1,1,1,"DFLF"
"4889","DFMY01000025.1_161","-","TIGR01044","TIGR01044",2.8e-42,140.3,0.2,3.2e-42,140.1,0.2,1,1,0,0,1,1,1,1,"DFMY"
"4904","DFMZ01000095.1_38","-","TIGR01044","TIGR01044",1.9e-51,170.3,2.8,2.1e-51,170.2,2.8,1,1,0,0,1,1,1,1,"DFMZ"
"4918","DFNC01000039.1_10","-","TIGR01044","TIGR01044",5.1e-35,117.4,1,6.9e-35,117,1,1.2,1,0,0,1,1,1,1,"DFNC"
"4956","DFNG01000153.1_13","-","TIGR01044","TIGR01044",8.3e-49,161.5,2.3,9.4e-49,161.4,2.3,1,1,0,0,1,1,1,1,"DFNG"
"4970","DFNH01000003.1_7","-","TIGR01044","TIGR01044",3e-44,146.4,2.9,3.4e-44,146.2,2.9,1,1,0,0,1,1,1,1,"DFNH"
"4984","DFNJ01000031.1_74","-","TIGR01044","TIGR01044",2.6e-39,130.5,0.7,2.9e-39,130.4,0.7,1,1,0,0,1,1,1,1,"DFNJ"
"5010","DFNM01000230.1_7","-","TIGR01044","TIGR01044",8.4e-49,161.5,2.3,9.5e-49,161.4,2.3,1,1,0,0,1,1,1,1,"DFNM"
"5024","DFNN01000117.1_11","-","TIGR01044","TIGR01044",9.3e-49,160.7,0.7,1.1e-48,160.5,0.7,1,1,0,0,1,1,1,1,"DFNN"
"5052","DFOC01000014.1_39","-","TIGR01044","TIGR01044",1.8e-52,174.1,3.3,2.1e-52,173.9,3.3,1,1,0,0,1,1,1,1,"DFOC"
"5093","DFQM01000022.1_86","-","TIGR01044","TIGR01044",1.5e-48,160.7,1.8,1.7e-48,160.5,1.8,1,1,0,0,1,1,1,1,"DFQM"
"5107","DFRY01000020.1_37","-","TIGR01044","TIGR01044",2.1e-38,128.2,0.2,2.4e-38,128,0.2,1,1,0,0,1,1,1,1,"DFRY"
"5121","DFTA01000090.1_43","-","TIGR01044","TIGR01044",3.1e-41,136.3,0.9,3.5e-41,136.1,0.9,1,1,0,0,1,1,1,1,"DFTA"
"5150","DFWH01000001.1_73","-","TIGR01044","TIGR01044",1.5e-38,128.5,0.6,1.5e-38,128.5,0.6,1.3,2,0,0,2,2,1,1,"DFWH"
"5174","DFXM01000020.1_7","-","TIGR01044","TIGR01044",2e-42,141.6,0.8,2.3e-42,141.4,0.8,1,1,0,0,1,1,1,1,"DFXM"
"5188","DFXU01000056.1_13","-","TIGR01044","TIGR01044",1.3e-48,161,2.1,1.5e-48,160.8,2.1,1,1,0,0,1,1,1,1,"DFXU"
"5215","DFYL01000010.1_35","-","TIGR01044","TIGR01044",2e-43,143.2,3.9,2.3e-43,143,3.9,1,1,0,0,1,1,1,1,"DFYL"
"5229","DFYO01000041.1_36","-","TIGR01044","TIGR01044",1e-40,135,0.7,1.5e-40,134.4,0.7,1.2,1,0,0,1,1,1,1,"DFYO"
"5243","DFYS01000063.1_7","-","TIGR01044","TIGR01044",9.4e-45,148,4.4,1.1e-44,147.9,4.4,1,1,0,0,1,1,1,1,"DFYS"
"5257","DFZA01000009.1_471","-","TIGR01044","TIGR01044",2.1e-43,143.6,1.5,2.4e-43,143.4,1.5,1,1,0,0,1,1,1,1,"DFZA"
"5271","DFZH01000041.1_123","-","TIGR01044","TIGR01044",5.5e-45,148.7,2.3,6.2e-45,148.5,2.3,1,1,0,0,1,1,1,1,"DFZH"
"5298","DFZQ01000074.1_14","-","TIGR01044","TIGR01044",1.1e-41,138.7,0.4,1.3e-41,138.5,0.4,1,1,0,0,1,1,1,1,"DFZQ"
"5312","DFZT01000052.1_25","-","TIGR01044","TIGR01044",2.8e-45,149.6,1.9,3.2e-45,149.4,1.9,1,1,0,0,1,1,1,1,"DFZT"
"5326","DFZX01000112.1_52","-","TIGR01044","TIGR01044",2e-48,161,2.1,2.3e-48,160.8,2.1,1,1,0,0,1,1,1,1,"DFZX"
"5364","DGDN01000036.1_21","-","TIGR01044","TIGR01044",4.5e-41,136.2,1.7,5.1e-41,136,1.7,1,1,0,0,1,1,1,1,"DGDN"
"5378","DGDQ01000118.1_8","-","TIGR01044","TIGR01044",7.9e-43,141.8,1.2,1e-42,141.4,1.2,1.1,1,0,0,1,1,1,1,"DGDQ"
"5393","DGDS01000019.1_43","-","TIGR01044","TIGR01044",5.2e-36,119.3,1.8,5.9e-36,119.1,1.8,1,1,0,0,1,1,1,1,"DGDS"
"5407","DGDT01000031.1_18","-","TIGR01044","TIGR01044",1.4e-44,146.7,3.6,1.6e-44,146.5,3.6,1,1,0,0,1,1,1,1,"DGDT"
"5421","DGDU01000029.1_83","-","TIGR01044","TIGR01044",8.6e-36,118.7,0.5,1.2e-35,118.3,0.5,1.2,1,0,0,1,1,1,1,"DGDU"
"5435","DGDV01000021.1_8","-","TIGR01044","TIGR01044",2.1e-46,153.3,4.1,2.4e-46,153.1,4.1,1,1,0,0,1,1,1,1,"DGDV"
"5449","DGDW01000010.1_7","-","TIGR01044","TIGR01044",3.2e-43,142.7,0.2,5e-43,142.1,0.2,1.3,1,0,0,1,1,1,1,"DGDW"
"5463","DGDX01000045.1_34","-","TIGR01044","TIGR01044",8.3e-39,128.8,2.5,1.1e-38,128.5,2.5,1.1,1,0,0,1,1,1,1,"DGDX"
"5477","DGEB01000024.1_7","-","TIGR01044","TIGR01044",1.1e-47,157.1,1,1.3e-47,156.9,1,1,1,0,0,1,1,1,1,"DGEB"
"5491","DGED01000049.1_47","-","TIGR01044","TIGR01044",2.7e-35,117.1,1.2,3.1e-35,116.9,1.2,1,1,0,0,1,1,1,1,"DGED"
"5505","DGEE01000095.1_27","-","TIGR01044","TIGR01044",2.2e-39,130.8,1.9,2.8e-39,130.5,1.9,1.1,1,0,0,1,1,1,1,"DGEE"
"5519","DGEF01000035.1_7","-","TIGR01044","TIGR01044",3.1e-50,165.5,0.6,3.5e-50,165.4,0.6,1,1,0,0,1,1,1,1,"DGEF"
"5533","DGEG01000116.1_15","-","TIGR01044","TIGR01044",1.4e-37,124.7,0.2,1.6e-37,124.5,0.2,1,1,0,0,1,1,1,1,"DGEG"
"5548","DGEH01000075.1_8","-","TIGR01044","TIGR01044",8.5e-41,135.7,0.2,9.7e-41,135.5,0.2,1,1,0,0,1,1,1,1,"DGEH"
"5562","DGEQ01000077.1_8","-","TIGR01044","TIGR01044",1e-39,131.7,0.7,1.4e-39,131.3,0.7,1.1,1,0,0,1,1,1,1,"DGEQ"
"5576","DGER01000057.1_30","-","TIGR01044","TIGR01044",1.7e-44,147,0.1,1.9e-44,146.9,0.1,1,1,0,0,1,1,1,1,"DGER"
"5605","DGEY01000036.1_8","-","TIGR01044","TIGR01044",1.1e-49,163.9,1,1.2e-49,163.8,1,1,1,0,0,1,1,1,1,"DGEY"
"5626","DGFD01000112.1_7","-","TIGR01044","TIGR01044",1.7e-44,147,0.1,2e-44,146.9,0.1,1,1,0,0,1,1,1,1,"DGFD"
"5640","DGFF01000013.1_8","-","TIGR01044","TIGR01044",3.8e-41,136.1,0.3,4.4e-41,135.9,0.3,1,1,0,0,1,1,1,1,"DGFF"
"5654","DGFG01000142.1_7","-","TIGR01044","TIGR01044",3.1e-44,146.2,0.3,4.8e-44,145.6,0.3,1.3,1,0,0,1,1,1,1,"DGFG"
"5668","DGFJ01000034.1_103","-","TIGR01044","TIGR01044",1.5e-42,140.6,0.1,1.7e-42,140.5,0.1,1,1,0,0,1,1,1,1,"DGFJ"
"5696","DGFN01000013.1_34","-","TIGR01044","TIGR01044",1.1e-49,163.9,1,1.2e-49,163.8,1,1,1,0,0,1,1,1,1,"DGFN"
"5710","DGFT01000057.1_10","-","TIGR01044","TIGR01044",1.1e-48,161.1,1.4,1.3e-48,160.9,1.4,1,1,0,0,1,1,1,1,"DGFT"
"5743","DGHH01000009.1_63","-","TIGR01044","TIGR01044",4.4e-36,118.8,2.2,8.9e-36,117.8,2.2,1.5,1,0,0,1,1,1,1,"DGHH"
"5757","DGHJ01000062.1_2","-","TIGR01044","TIGR01044",2.9e-42,139.8,0.4,3.4e-42,139.6,0.4,1,1,0,0,1,1,1,1,"DGHJ"
"5771","DGHK01000052.1_35","-","TIGR01044","TIGR01044",1.1e-41,138.3,0.6,1.5e-41,137.8,0.6,1.2,1,0,0,1,1,1,1,"DGHK"
"5788","DGHY01000026.1_7","-","TIGR01044","TIGR01044",2.9e-38,127.3,0.2,3.9e-38,126.9,0.2,1.2,1,0,0,1,1,1,1,"DGHY"
"5805","DGJE01000023.1_2","-","TIGR01044","TIGR01044",3.5e-49,162.8,2.6,4e-49,162.7,2.6,1,1,0,0,1,1,1,1,"DGJE"
"5831","DGJJ01000024.1_88","-","TIGR01044","TIGR01044",7.2e-40,133.2,0.2,8.3e-40,133,0.2,1,1,0,0,1,1,1,1,"DGJJ"
"5845","DGKO01000045.1_35","-","TIGR01044","TIGR01044",3.2e-39,131.4,0.1,4.7e-39,130.8,0.1,1.2,1,0,0,1,1,1,1,"DGKO"
"5860","DGKR01000018.1_28","-","TIGR01044","TIGR01044",1.5e-52,174.1,3.3,1.8e-52,173.9,3.3,1,1,0,0,1,1,1,1,"DGKR"
"5874","DGLI01000003.1_79","-","TIGR01044","TIGR01044",5.3e-42,140,1,6.1e-42,139.8,1,1,1,0,0,1,1,1,1,"DGLI"
"5888","DGLU01000057.1_43","-","TIGR01044","TIGR01044",4.4e-40,133.5,0.4,5e-40,133.3,0.4,1,1,0,0,1,1,1,1,"DGLU"
"5915","DGRC01000002.1_50","-","TIGR01044","TIGR01044",1.2e-43,144.9,4.2,1.4e-43,144.6,4.2,1,1,0,0,1,1,1,1,"DGRC"
"5929","DGRE01000033.1_53","-","TIGR01044","TIGR01044",4.7e-40,133.9,0.1,6.7e-40,133.4,0.1,1.2,1,0,0,1,1,1,1,"DGRE"
"5943","DGRF01000031.1_7","-","TIGR01044","TIGR01044",1e-40,135.8,0.7,1.2e-40,135.6,0.7,1,1,0,0,1,1,1,1,"DGRF"
"6002","DGRW01000043.1_20","-","TIGR01044","TIGR01044",1.3e-37,125.1,0.4,1.7e-37,124.7,0.4,1.1,1,0,0,1,1,1,1,"DGRW"
"6016","DGSG01000007.1_86","-","TIGR01044","TIGR01044",2.5e-40,133.6,0.4,3.5e-40,133.1,0.4,1.2,1,0,0,1,1,1,1,"DGSG"
"6030","DGSH01000004.1_59","-","TIGR01044","TIGR01044",3e-41,136.3,0.9,3.4e-41,136.1,0.9,1,1,0,0,1,1,1,1,"DGSH"
"6045","DGSM01000010.1_25","-","TIGR01044","TIGR01044",3.5e-36,120.2,3.3,3.5e-36,120.2,3.3,1.8,2,1,0,2,2,1,1,"DGSM"
"6059","DGSQ01000054.1_127","-","TIGR01044","TIGR01044",1.2e-34,115.2,0,1.4e-34,115,0,1,1,0,0,1,1,1,1,"DGSQ"
"6073","DGSU01000194.1_19","-","TIGR01044","TIGR01044",5.4e-40,132.7,0.6,6.9e-40,132.4,0.6,1.1,1,0,0,1,1,1,1,"DGSU"
"6112","DGTF01000011.1_7","-","TIGR01044","TIGR01044",9.8e-40,131.9,0.2,1.3e-39,131.5,0.2,1.2,1,0,0,1,1,1,1,"DGTF"
"6129","DGTG01000019.1_46","-","TIGR01044","TIGR01044",4.6e-39,130.1,0.2,6.4e-39,129.6,0.2,1.2,1,0,0,1,1,1,1,"DGTG"
"6143","DGTI01000036.1_41","-","TIGR01044","TIGR01044",8.3e-40,132.4,0.3,1.1e-39,131.9,0.3,1.2,1,0,0,1,1,1,1,"DGTI"
"6157","DGTK01000015.1_157","-","TIGR01044","TIGR01044",1.2e-42,141.1,0.7,1.5e-42,140.8,0.7,1.1,1,0,0,1,1,1,1,"DGTK"
"6171","DGTN01000014.1_57","-","TIGR01044","TIGR01044",2.1e-40,134.5,0.2,2.4e-40,134.3,0.2,1,1,0,0,1,1,1,1,"DGTN"
"6185","DGTT01000033.1_39","-","TIGR01044","TIGR01044",4.1e-44,146.2,2.4,4.6e-44,146,2.4,1,1,0,0,1,1,1,1,"DGTT"
"6235","DGUM01000086.1_91","-","TIGR01044","TIGR01044",7.8e-41,135.6,0.3,8.8e-41,135.4,0.3,1,1,0,0,1,1,1,1,"DGUM"
"6298","DGVS01000011.1_51","-","TIGR01044","TIGR01044",1.6e-35,117.1,2.3,1.6e-35,117.1,2.3,1.7,2,0,0,2,2,1,1,"DGVS"
"6318","DGVV01000072.1_16","-","TIGR01044","TIGR01044",6.8e-38,126.5,0.6,8.1e-38,126.2,0.6,1,1,0,0,1,1,1,1,"DGVV"
"6332","DGWE01000071.1_7","-","TIGR01044","TIGR01044",1e-37,124.8,1.9,1.2e-37,124.6,1.9,1,1,0,0,1,1,1,1,"DGWE"
"6346","DGWF01000005.1_21","-","TIGR01044","TIGR01044",2e-40,133.6,0.4,2.8e-40,133.1,0.4,1.2,1,0,0,1,1,1,1,"DGWF"
"6360","DGWH01000125.1_36","-","TIGR01044","TIGR01044",7e-34,114,0.4,7e-34,114,0.4,1.7,2,0,0,2,2,1,1,"DGWH"
"6374","DGWK01000003.1_1","-","TIGR01044","TIGR01044",6.9e-34,113.3,0.2,8.4e-34,113,0.2,1.1,1,0,0,1,1,1,1,"DGWK"
"6388","DGWR01000002.1_209","-","TIGR01044","TIGR01044",1.8e-46,153.5,2.1,2.1e-46,153.3,2.1,1,1,0,0,1,1,1,1,"DGWR"
"6409","DGXA01000006.1_8","-","TIGR01044","TIGR01044",6.9e-32,105.8,1,6.9e-32,105.8,1,2,2,0,0,2,2,1,1,"DGXA"
"6429","DGXE01000021.1_20","-","TIGR01044","TIGR01044",6.2e-40,132.5,0.4,7.1e-40,132.3,0.4,1,1,0,0,1,1,1,1,"DGXE"
"6445","DGXG01000016.1_6","-","TIGR01044","TIGR01044",9.5e-40,131.9,0.1,1.3e-39,131.4,0.1,1.2,1,0,0,1,1,1,1,"DGXG"
"6482","DGXS01000061.1_9","-","TIGR01044","TIGR01044",2.4e-40,133.6,0.4,3.3e-40,133.1,0.4,1.2,1,0,0,1,1,1,1,"DGXS"
"6496","DGXU01000005.1_247","-","TIGR01044","TIGR01044",6.2e-39,128.9,0.4,7.1e-39,128.7,0.4,1,1,0,0,1,1,1,1,"DGXU"
