"","Nuccore_ID","target name","taccession","query name","qaccession","E-value","score","bias","dom E-value","dom score","dom bias","exp","reg","clu","ov","env","dom","rep","inc","Definition","Source","WW_IDs","Spore.Forming.(Weller.and.Wu)","Spore.Genes.(Weller.and.Wu)","Genus","Species","Assembly","Phylum","Class","Order","Family"
"714","NC_010337.2","lcl|NC_010337.2_prot_WP_012282485.1_1232","-","NOG.COG0096.clustalo_raw","-",7.2e-30,100.6,0,7.9e-30,100.4,0,1,1,0,0,1,1,1,1,"Heliobacterium modesticaldum Ice1 strain Ice1, complete genome","Heliobacterium modesticaldum Ice1 strain Ice1","Heliobacterium modesticaldum ","Y","72","Heliobacterium","modesticaldum","GCF_000019165.1","Firmicutes","Clostridia","Clostridiales","Heliobacteriaceae"
"740","NC_010376.1","lcl|NC_010376.1_prot_WP_002837393.1_173","-","NOG.COG0096.clustalo_raw","-",5.5e-27,90.5,0.1,6e-27,90.3,0.1,1,1,0,0,1,1,1,1,"Finegoldia magna ATCC 29328 DNA, complete genome","Finegoldia magna ATCC 29328","Finegoldia magna ","N","11","Finegoldia","magna","GCF_000010185.1","Firmicutes","Tissierellia","Tissierellales","Peptoniphilaceae"
"741","NC_010424.1","lcl|NC_010424.1_prot_WP_012301392.1_244","-","NOG.COG0096.clustalo_raw","-",8.3e-31,103.4,0,9.1e-31,103.3,0,1,1,0,0,1,1,1,1,"Candidatus Desulforudis audaxviator MP104C, complete genome","Candidatus Desulforudis audaxviator MP104C","Candidatus Desulforudis audaxviator ","Y","62","Desulforudis","audaxviator","GCF_000018425.1","Firmicutes","Clostridia","Clostridiales","Peptococcaceae"
"759","NC_010471.1","lcl|NC_010471.1_prot_WP_004899444.1_1587","-","NOG.COG0096.clustalo_raw","-",1.3e-29,99.2,0.1,1.4e-29,99.1,0.1,1,1,0,0,1,1,1,1,"Leuconostoc citreum KM20, complete genome","Leuconostoc citreum KM20","Leuconostoc citreum ","N","14","Leuconostoc","citreum","GCF_000026405.1","Firmicutes","Bacilli","Lactobacillales","Leuconostocaceae"
"770","NC_010674.1","lcl|NC_010674.1_prot_WP_003372441.1_219","-","NOG.COG0096.clustalo_raw","-",2.6e-25,85.8,0.1,2.8e-25,85.7,0.1,1,1,0,0,1,1,1,1,"Clostridium botulinum B str. Eklund 17B, complete genome","Clostridium botulinum B str. Eklund 17B (NRP)","Clostridium botulinum B ","Y","65","Clostridium","botulinum","GCF_000020165.1","Firmicutes","Clostridia","Clostridiales","Clostridiaceae"
"784","NC_011567.1","lcl|NC_011567.1_prot_WP_003397680.1_119","-","NOG.COG0096.clustalo_raw","-",3.7e-31,104.9,0,4.1e-31,104.8,0,1,1,0,0,1,1,1,1,"Anoxybacillus flavithermus WK1, complete genome","Anoxybacillus flavithermus WK1","Anoxybacillus flavithermus ","Y","96","Anoxybacillus","flavithermus","GCF_000019045.1","Firmicutes","Bacilli","Bacillales","Bacillaceae"
"801","NC_011830.1","lcl|NC_011830.1_prot_WP_011459105.1_436","-","NOG.COG0096.clustalo_raw","-",7e-28,94.8,0,7.7e-28,94.7,0,1,1,0,0,1,1,1,1,"Desulfitobacterium hafniense DCB-2, complete genome","Desulfitobacterium hafniense DCB-2","Desulfitobacterium hafniense ","Y","65","Desulfitobacterium","hafniense","GCF_000021925.1","Firmicutes","Clostridia","Clostridiales","Peptococcaceae"
"824","NC_011837.1","lcl|NC_011837.1_prot_WP_011988817.1_205","-","NOG.COG0096.clustalo_raw","-",1.1e-26,90.5,0.3,1.2e-26,90.4,0.3,1,1,0,0,1,1,1,1,"Clostridium kluyveri NBRC 12016 DNA, complete genome","Clostridium kluyveri NBRC 12016","Clostridium kluyveri ","Y","62","Clostridium","kluyveri","GCF_000010265.1","Firmicutes","Clostridia","Clostridiales","Clostridiaceae"
"825","NC_011898.1","lcl|NC_011898.1_prot_WP_015924315.1_763","-","NOG.COG0096.clustalo_raw","-",4.8e-29,98.2,0.1,5.2e-29,98.1,0.1,1,1,0,0,1,1,1,1,"Ruminiclostridium cellulolyticum H10, complete genome","Ruminiclostridium cellulolyticum H10","Clostridium cellulolyticum ","Y","62","Ruminiclostridium","cellulolyticum","GCF_000022065.1","Firmicutes","Clostridia","Clostridiales","Hungateiclostridiaceae"
"843","NC_011899.1","lcl|NC_011899.1_prot_WP_012635090.1_132","-","NOG.COG0096.clustalo_raw","-",1.4e-29,99.5,0.1,1.5e-29,99.3,0.1,1,1,0,0,1,1,1,1,"Halothermothrix orenii H 168, complete genome","Halothermothrix orenii H 168","Halothermothrix orenii ","Y","61","Halothermothrix","orenii","GCF_000020485.1","Firmicutes","Clostridia","Halanaerobiales","Halanaerobiaceae"
"853","NC_011999.1","lcl|NC_011999.1_prot_WP_012656119.1_214","-","NOG.COG0096.clustalo_raw","-",3.2e-27,91.5,0,3.5e-27,91.4,0,1,1,0,0,1,1,1,1,"Macrococcus caseolyticus JCSC5402 DNA, complete genome","Macrococcus caseolyticus JCSC5402","Macrococcus caseolyticus ","N","17","Macrococcus","caseolyticus","GCF_000010585.1","Firmicutes","Bacilli","Bacillales","Staphylococcaceae"
"869","NC_012004.1","lcl|NC_012004.1_prot_WP_012657643.1_78","-","NOG.COG0096.clustalo_raw","-",2.9e-28,94.7,0.1,3.2e-28,94.5,0.1,1,1,0,0,1,1,1,1,"Streptococcus uberis 0140J complete genome","Streptococcus uberis 0140J","Streptococcus uberis ","N","12","Streptococcus","uberis","GCF_000009545.1","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae"
"883","NC_012121.1","lcl|NC_012121.1_prot_WP_015900965.1_1693","-","NOG.COG0096.clustalo_raw","-",5e-27,91,0.1,5.5e-27,90.8,0.1,1,1,0,0,1,1,1,1,"Staphylococcus carnosus subsp. carnosus TM300 complete genome","Staphylococcus carnosus subsp. carnosus TM30","Staphylococcus carnosus ","N","15","Staphylococcus","carnosus","GCF_000009405.1","Firmicutes","Bacilli","Bacillales","Staphylococcaceae"
"897","NC_012491.1","lcl|NC_012491.1_prot_WP_012683992.1_237","-","NOG.COG0096.clustalo_raw","-",4e-30,102.5,0.1,4.4e-30,102.4,0.1,1,1,0,0,1,1,1,1,"Brevibacillus brevis NBRC 100599 DNA, complete genome","Brevibacillus brevis NBRC 100599","Brevibacillus brevis ","Y","103","Brevibacillus","brevis","GCF_000010165.1","Firmicutes","Bacilli","Bacillales","Paenibacillaceae"
"911","NC_012673.1","lcl|NC_012673.1_prot_WP_012727663.1_1600","-","NOG.COG0096.clustalo_raw","-",5.9e-30,101,0,6.5e-30,100.9,0,1,1,0,0,1,1,1,1,"Exiguobacterium sp. AT1b, complete genome","Exiguobacterium sp. AT1b","Exiguobacterium sp. AT1b","N","30","Exiguobacterium","sp. AT1b","GCF_000023045.1","Firmicutes","Bacilli","Bacillales","Bacillales Family XII. Incertae Sedis"
"925","NC_012778.1","lcl|NC_012778.1_prot_WP_041687891.1_293","-","NOG.COG0096.clustalo_raw","-",5.8e-30,100.9,0,6.4e-30,100.7,0,1,1,0,0,1,1,1,1,"[Eubacterium] eligens ATCC 27750, complete genome","Eubacterium eligens ATCC 27750","Eubacterium eligens ","Y","48","Eubacterium","eligens","GCF_000146185.1","Firmicutes","Clostridia","Clostridiales","Eubacteriaceae"
"938","NC_012914.1","lcl|NC_012914.1_prot_WP_015847210.1_5616","-","NOG.COG0096.clustalo_raw","-",7.4e-30,101.7,0.1,8.2e-30,101.6,0.1,1,1,0,0,1,1,1,1,"Paenibacillus sp. JDR-2, complete genome","Paenibacillus sp. JDR-2","Paenibacillus sp. JDR-2","Y","103","Paenibacillus","sp. JDR-2","GCF_000023585.1","Firmicutes","Bacilli","Bacillales","Paenibacillaceae"
"956","NC_013171.1","lcl|NC_013171.1_prot_WP_015778478.1_1544","-","NOG.COG0096.clustalo_raw","-",1.6e-26,88.9,0,1.8e-26,88.8,0,1,1,0,0,1,1,1,1,"Anaerococcus prevotii DSM 20548, complete genome","Anaerococcus prevotii DSM 20548","Anaerococcus prevotii ","N","14","Anaerococcus","prevotii","GCF_000024105.1","Firmicutes","Tissierellia","Tissierellales","Peptoniphilaceae"
"971","NC_013216.1","lcl|NC_013216.1_prot_WP_015755974.1_298","-","NOG.COG0096.clustalo_raw","-",3.5e-28,95.6,0.1,3.9e-28,95.4,0.1,1,1,0,0,1,1,1,1,"Desulfotomaculum acetoxidans DSM 771, complete genome","Desulfotomaculum acetoxidans DSM 771","Desulfotomaculum acetoxidans ","Y","68","Desulfotomaculum","acetoxidans","GCF_000024205.1","Firmicutes","Clostridia","Clostridiales","Peptococcaceae"
"986","NC_013385.1","lcl|NC_013385.1_prot_WP_041459163.1_1513","-","NOG.COG0096.clustalo_raw","-",5.3e-32,107.3,0.1,5.8e-32,107.2,0.1,1,1,0,0,1,1,1,1,"Ammonifex degensii KC4, complete genome","Ammonifex degensii KC4","Ammonifex degensii ","Y","57","Ammonifex","degensii","GCF_000024605.1","Firmicutes","Clostridia","Thermoanaerobacterales","Thermoanaerobacteraceae"
"1003","NC_013406.1","lcl|NC_013406.1_prot_WP_006212908.1_5641","-","NOG.COG0096.clustalo_raw","-",5.6e-30,102.1,0.1,6.2e-30,102,0.1,1,1,0,0,1,1,1,1,"Paenibacillus sp. Y412MC10, complete genome","Paenibacillus sp. Y412MC10","Paenibacillus sp. Y412MC10","Y","99","Paenibacillus","sp. Y412MC10","GCF_000024685.1","Firmicutes","Bacilli","Bacillales","Paenibacillaceae"
"1015","NC_013504.1","lcl|NC_013504.1_prot_WP_004895856.1_299","-","NOG.COG0096.clustalo_raw","-",2.7e-30,101.3,0,3e-30,101.2,0,1,1,0,0,1,1,1,1,"Lactobacillus johnsonii FI9785, complete genome","Lactobacillus johnsonii FI9785","Lactobacillus johnsonii ","N","11","Lactobacillus","johnsonii","GCF_000091405.1","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae"
"1028","NC_013520.1","lcl|NC_013520.1_prot_WP_004695128.1_1466","-","NOG.COG0096.clustalo_raw","-",1.7e-25,85.5,0.1,1.9e-25,85.4,0.1,1,1,0,0,1,1,1,1,"Veillonella parvula DSM 2008, complete genome","Veillonella parvula DSM 2008","Veillonella parvula ","N","13","Veillonella","parvula","GCF_000024945.1","Firmicutes","Negativicutes","Veillonellales","Veillonellaceae"
"1047","NC_013740.1","lcl|NC_013740.1_prot_WP_012939248.1_1905","-","NOG.COG0096.clustalo_raw","-",7.6e-30,100.1,0.1,8.3e-30,100,0.1,1,1,0,0,1,1,1,1,"Acidaminococcus fermentans DSM 20731, complete genome","Acidaminococcus fermentans DSM 20731","Acidaminococcus fermentans ","N","23","Acidaminococcus","fermentans","GCF_000025305.1","Firmicutes","Negativicutes","Acidaminococcales","Acidaminococcaceae"
"1058","NC_013791.2","lcl|NC_013791.2_prot_WP_012957150.1_131","-","NOG.COG0096.clustalo_raw","-",2.7e-31,105.9,0,3e-31,105.8,0,1,1,0,0,1,1,1,1,"Bacillus pseudofirmus OF4, complete genome","Bacillus pseudofirmus OF4","Bacillus pseudofirmus ","Y","92","Bacillus","pseudofirmus","GCF_000005825.2","Firmicutes","Bacilli","Bacillales","Bacillaceae"
"1072","NC_013895.2","lcl|NC_013895.2_prot_WP_012992843.1_185","-","NOG.COG0096.clustalo_raw","-",1.5e-28,95.4,0,1.6e-28,95.3,0,1,1,0,0,1,1,1,1,"Mageeibacillus indolicus UPII9-5, complete genome","Mageeibacillus indolicus UPII9-5","Clostridiales genomosp. BVAB3","N","8","Mageeibacillus","indolicus","GCF_000025225.2","Firmicutes","Clostridia","Clostridiales","Hungateiclostridiaceae"
"1086","NC_013921.1","lcl|NC_013921.1_prot_WP_012995898.1_1936","-","NOG.COG0096.clustalo_raw","-",1.6e-32,109.1,0.1,1.8e-32,109,0.1,1,1,0,0,1,1,1,1,"Thermoanaerobacter italicus Ab9, complete genome","Thermoanaerobacter italicus Ab9","Thermoanaerobacter italicus ","Y","65","Thermoanaerobacter","italicus","GCF_000025645.1","Firmicutes","Clostridia","Thermoanaerobacterales","Thermoanaerobacteraceae"
"1099","NC_014098.1","lcl|NC_014098.1_prot_WP_013074238.1_165","-","NOG.COG0096.clustalo_raw","-",3.2e-30,102,0,3.5e-30,101.9,0,1,1,0,0,1,1,1,1,"Kyrpidia tusciae DSM 2912, complete genome","Kyrpidia tusciae DSM 2912","Kyrpidia tusciae ","Y","83","Kyrpidia","tusciae","GCF_000092905.1","Firmicutes","Bacilli","Bacillales","Alicyclobacillaceae"
"1114","NC_014103.1","lcl|NC_014103.1_prot_WP_013081375.1_121","-","NOG.COG0096.clustalo_raw","-",5.1e-29,98.7,0.2,5.6e-29,98.5,0.2,1,1,0,0,1,1,1,1,"Bacillus megaterium DSM319, complete genome","Bacillus megaterium DSM319","Bacillus megaterium ","Y","125","Bacillus","megaterium","GCF_000025805.1","Firmicutes","Bacilli","Bacillales","Bacillaceae"
"1129","NC_014106.1","lcl|NC_014106.1_prot_WP_005720347.1_302","-","NOG.COG0096.clustalo_raw","-",1.2e-31,105.9,0,1.4e-31,105.8,0,1,1,0,0,1,1,1,1,"Lactobacillus crispatus ST1 complete genome, strain ST1","Lactobacillus crispatus ST1","Lactobacillus crispatus ","N","16","Lactobacillus","crispatus","GCF_000091765.1","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae"
"1155","NC_014152.1","lcl|NC_014152.1_prot_WP_013119221.1_312","-","NOG.COG0096.clustalo_raw","-",1e-30,103.5,0.1,1.1e-30,103.4,0.1,1,1,0,0,1,1,1,1,"Thermincola potens JR, complete genome","Thermincola potens JR","Thermincola potens ","Y","73","Thermincola","potens","GCF_000092945.1","Firmicutes","Clostridia","Clostridiales","Peptococcaceae"
"1156","NC_014219.1","lcl|NC_014219.1_prot_WP_013171108.1_129","-","NOG.COG0096.clustalo_raw","-",5.4e-30,101.3,0.1,6e-30,101.1,0.1,1,1,0,0,1,1,1,1,"[Bacillus] selenitireducens MLS10, complete genome","Bacillus selenitireducens MLS10","Bacillus selenitireducens ","N","28","Bacillus","selenitireducens","GCF_000093085.1","Firmicutes","Bacilli","Bacillales","Bacillaceae"
"1186","NC_014220.1","lcl|NC_014220.1_prot_WP_013176366.1_2177","-","NOG.COG0096.clustalo_raw","-",1.9e-30,102.3,0.1,2.1e-30,102.1,0.1,1,1,0,0,1,1,1,1,"Syntrophothermus lipocalidus DSM 12680, complete genome","Syntrophothermus lipocalidus DSM 12680","Syntrophothermus lipocalidus ","Y","55","Syntrophothermus","lipocalidus","GCF_000092405.1","Firmicutes","Clostridia","Clostridiales","Syntrophomonadaceae"
"1187","NC_014319.1","lcl|NC_014319.1_prot_WP_010391488.1_1697","-","NOG.COG0096.clustalo_raw","-",1.6e-28,95.6,0.1,1.7e-28,95.5,0.1,1,1,0,0,1,1,1,1,"Leuconostoc gasicomitatum LMG 18811 complete genome, type strain LMG 18811T","Leuconostoc gasicomitatum LMG 18811","Leuconostoc gasicomitatum ","N","11","Leuconostoc","gasicomitatum","GCF_000196855.1","Firmicutes","Bacilli","Lactobacillales","Leuconostocaceae"
"1202","NC_014376.1","lcl|NC_014376.1_prot_WP_013274327.1_3726","-","NOG.COG0096.clustalo_raw","-",5.3e-29,98.3,0.1,5.9e-29,98.2,0.1,1,1,0,0,1,1,1,1,"Clostridium saccharolyticum WM1, complete genome","Clostridium saccharolyticum WM1","Clostridium saccharolyticum ","Y","57","Clostridium","saccharolyticum","GCF_000144625.1","Firmicutes","Clostridia","Clostridiales","Clostridiaceae"
"1216","NC_014377.1","lcl|NC_014377.1_prot_WP_013274976.1_136","-","NOG.COG0096.clustalo_raw","-",3.2e-32,108.1,0.1,3.5e-32,108,0.1,1,1,0,0,1,1,1,1,"Thermosediminibacter oceani DSM 16646, complete genome","Thermosediminibacter oceani DSM 16646","Thermosediminibacter oceani ","Y","61","Thermosediminibacter","oceani","GCF_000144645.1","Firmicutes","Clostridia","Thermoanaerobacterales","Thermoanaerobacterales"
"1231","NC_014378.1","lcl|NC_014378.1_prot_WP_013277173.1_177","-","NOG.COG0096.clustalo_raw","-",1.2e-28,96.3,0.1,1.3e-28,96.2,0.1,1,1,0,0,1,1,1,1,"Acetohalobium arabaticum DSM 5501, complete genome","Acetohalobium arabaticum DSM 5501","Acetohalobium arabaticum ","Y","61","Acetohalobium","arabaticum","GCF_000144695.1","Firmicutes","Clostridia","Halanaerobiales","Halobacteroidaceae"
"1245","NC_014387.1","lcl|NC_014387.1_prot_WP_013280010.1_599","-","NOG.COG0096.clustalo_raw","-",7.6e-27,91,0,8.4e-27,90.9,0,1,1,0,0,1,1,1,1,"Butyrivibrio proteoclasticus B316 chromosome 1, complete sequence","Butyrivibrio proteoclasticus B316","Butyrivibrio proteoclasticus ","N","24","Butyrivibrio","proteoclasticus","GCF_000145035.1","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae"
"1259","NC_014393.1","lcl|NC_014393.1_prot_WP_010073727.1_3662","-","NOG.COG0096.clustalo_raw","-",4.6e-25,85.3,0,5.1e-25,85.2,0,1,1,0,0,1,1,1,1,"Clostridium cellulovorans 743B, complete genome","Clostridium cellulovorans 743B","Clostridium cellulovorans ","Y","64","Clostridium","cellulovorans","GCF_000145275.1","Firmicutes","Clostridia","Clostridiales","Clostridiaceae"
"1287","NC_014614.1","lcl|NC_014614.1_prot_WP_013362396.1_2121","-","NOG.COG0096.clustalo_raw","-",3.3e-26,88.3,0.3,3.7e-26,88.2,0.3,1,1,0,0,1,1,1,1,"Clostridium sticklandii str. DSM 519 chromosome, complete genome","Clostridium sticklandii str. DSM 519","Clostridium sticklandii","N","23","Clostridium","sticklandii","GCF_000196455.1","Firmicutes","Clostridia","Clostridiales","Clostridiaceae"
"1289","NC_014622.2","lcl|NC_014622.2_prot_WP_007432570.1_4407","-","NOG.COG0096.clustalo_raw","-",5.6e-30,102,0.1,6.1e-30,101.9,0.1,1,1,0,0,1,1,1,1,"Paenibacillus polymyxa SC2, complete genome","Paenibacillus polymyxa SC2","Paenibacillus polymyxa ","Y","90","Paenibacillus","polymyxa","GCF_000164985.3","Firmicutes","Bacilli","Bacillales","Paenibacillaceae"
"1303","NC_014624.2","lcl|NC_014624.2_prot_WP_013382272.1_3517","-","NOG.COG0096.clustalo_raw","-",6.6e-31,104.6,0.1,7.3e-31,104.4,0.1,1,1,0,0,1,1,1,1,"Eubacterium callanderi strain KIST612, complete genome","Eubacterium callanderi strain KIST612",NA,"N","NaN","Eubacterium","callanderi","GCF_000152245.2","Firmicutes","Clostridia","Clostridiales","Eubacteriaceae"
"1317","NC_014650.1","lcl|NC_014650.1_prot_WP_003247601.1_123","-","NOG.COG0096.clustalo_raw","-",1.3e-31,106.9,0,1.4e-31,106.7,0,1,1,0,0,1,1,1,1,"Geobacillus sp. Y4.1MC1, complete genome","Geobacillus sp. Y4.1MC1","Geobacillus sp. Y4.1MC1","Y","107","Geobacillus","sp. Y4.1MC1","GCF_000166075.1","Firmicutes","Bacilli","Bacillales","Bacillaceae"
"1332","NC_014654.1","NC_014654.1_cds_WP_013406396.1_1887_1","-","NOG.COG0096.clustalo_raw","-",2e-27,92.3,0,2.2e-27,92.2,0,1,1,0,0,1,1,1,1,"Halanaerobium hydrogeniformans, complete genome","Halanaerobium hydrogeniformans","Halanaerobium hydrogeniformans","N","24","Halanaerobium","hydrogeniformans","GCF_000166415.1","Firmicutes","Clostridia","Halanaerobiales","Halanaerobiaceae"
"1345","NC_014720.1","lcl|NC_014720.1_prot_WP_013429976.1_973","-","NOG.COG0096.clustalo_raw","-",4.7e-33,111.1,0,5.1e-33,110.9,0,1,1,0,0,1,1,1,1,"Caldicellulosiruptor kronotskyensis 2002, complete genome","Caldicellulosiruptor kronotskyensis 2002","Caldicellulosiruptor kronotskyensis ","Y","47","Caldicellulosiruptor","kronotskyensis","GCF_000166775.1","Firmicutes","Clostridia","Thermoanaerobacterales","Thermoanaerobacterales"
"1360","NC_014828.1","lcl|NC_014828.1_prot_WP_013484347.1_387","-","NOG.COG0096.clustalo_raw","-",7.8e-31,103.8,0.1,8.6e-31,103.7,0.1,1,1,0,0,1,1,1,1,"Ethanoligenens harbinense YUAN-3, complete genome","Ethanoligenens harbinense YUAN-3","Ethanoligenens harbinense ","Y","55","Ethanoligenens","harbinense","GCF_000178115.2","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae"
"1374","NC_014829.1","lcl|NC_014829.1_prot_WP_013486769.1_135","-","NOG.COG0096.clustalo_raw","-",8.4e-29,97.7,0,9.3e-29,97.5,0,1,1,0,0,1,1,1,1,"Bacillus cellulosilyticus DSM 2522, complete genome","Bacillus cellulosilyticus DSM 2522","Bacillus cellulosilyticus ","Y","99","Bacillus","cellulosilyticus","GCF_000177235.2","Firmicutes","Bacilli","Bacillales","Bacillaceae"
"1389","NC_014831.1","lcl|NC_014831.1_prot_WP_006902849.1_2272","-","NOG.COG0096.clustalo_raw","-",3.7e-29,98,0,4e-29,97.9,0,1,1,0,0,1,1,1,1,"Thermaerobacter marianensis DSM 12885, complete genome","Thermaerobacter marianensis DSM 12885","Thermaerobacter marianensis ","Y","52","Thermaerobacter","marianensis","GCF_000184705.1","Firmicutes","Clostridia","Clostridiales","Clostridiales"
"1402","NC_014833.1","lcl|NC_014833.1_prot_WP_013496810.1_52","-","NOG.COG0096.clustalo_raw","-",9.3e-27,90.8,0.3,1e-26,90.7,0.3,1,1,0,0,1,1,1,1,"Ruminococcus albus 7, complete genome","Ruminococcus albus 7","Ruminococcus albus ","Y","47","Ruminococcus","albus","GCF_000179635.2","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae"
"1417","NC_015172.1","lcl|NC_015172.1_prot_WP_013623643.1_399","-","NOG.COG0096.clustalo_raw","-",1.1e-26,90.3,0,1.2e-26,90.2,0,1,1,0,0,1,1,1,1,"Syntrophobotulus glycolicus DSM 8271, complete genome","Syntrophobotulus glycolicus DSM 8271","Syntrophobotulus glycolicus ","Y","65","Syntrophobotulus","glycolicus","GCF_000190635.1","Firmicutes","Clostridia","Clostridiales","Peptococcaceae"
"1435","NC_015275.1","NC_015275.1_cds_WP_013658492.1_3415_1","-","NOG.COG0096.clustalo_raw","-",4.1e-26,88.7,0.2,4.5e-26,88.6,0.2,1,1,0,0,1,1,1,1,"Clostridium lentocellum DSM 5427, complete genome","Clostridium lentocellum DSM 5427","Clostridium lentocellum ","Y","56","Clostridium","lentocellum","GCF_000178835.2","Firmicutes","Clostridia","Clostridiales","Clostridiaceae"
"1458","NC_015278.1","lcl|NC_015278.1_prot_WP_013670008.1_474","-","NOG.COG0096.clustalo_raw","-",8.7e-29,96.4,0.1,9.6e-29,96.3,0.1,1,1,0,0,1,1,1,1,"Aerococcus urinae ACS-120-V-Col10a, complete genome","Aerococcus urinae ACS-120-V-Col10a","Aerococcus urinae ","N","12","Aerococcus","urinae","GCF_000193205.1","Firmicutes","Bacilli","Lactobacillales","Aerococcaceae"
"1459","NC_015425.1","lcl|NC_015425.1_prot_WP_013724462.1_237","-","NOG.COG0096.clustalo_raw","-",6e-25,84.4,0.1,6.7e-25,84.2,0.1,1,1,0,0,1,1,1,1,"Clostridium botulinum BKT015925, complete genome","Clostridium botulinum BKT015925","Clostridium botulinum BKT015925","Y","60","Clostridium","botulinum","GCF_000204565.1","Firmicutes","Clostridia","Clostridiales","Clostridiaceae"
"1478","NC_015428.1","lcl|NC_015428.1_prot_WP_013728491.1_1708","-","NOG.COG0096.clustalo_raw","-",1.7e-27,92.6,0.1,1.9e-27,92.4,0.1,1,1,0,0,1,1,1,1,"Lactobacillus buchneri NRRL B-30929, complete genome","Lactobacillus buchneri NRRL B-30929","Lactobacillus buchneri ","N","14","Lactobacillus","buchneri","GCF_000211375.1","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae"
"1490","NC_015437.1","lcl|NC_015437.1_prot_WP_009645148.1_1493","-","NOG.COG0096.clustalo_raw","-",2.9e-29,98.3,0,3.3e-29,98.2,0,1,1,0,0,1,1,1,1,"Selenomonas sputigena ATCC 35185, complete genome","Selenomonas sputigena ATCC 35185","Selenomonas sputigena ","N","23","Selenomonas","sputigena","GCF_000208405.1","Firmicutes","Negativicutes","Selenomonadales","Selenomonadaceae"
"1504","NC_015516.1","lcl|NC_015516.1_prot_WP_013773080.1_135","-","NOG.COG0096.clustalo_raw","-",1.9e-29,98.6,0,2.1e-29,98.4,0,1,1,0,0,1,1,1,1,"Melissococcus plutonius ATCC 35311 DNA, complete genome","Melissococcus plutonius ATCC 35311 DNA","Melissococcus plutonius ","N","16","Melissococcus","plutonius","GCF_000270185.1","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae"
